,Listing,Price,Address,Link,Floor_space_m²,Number_bedrooms,Area
247,2 Bed Apartment in Rosebank,2100000, e3 ambleside,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rosebank/e3-ambleside/T3211320,71,2, Rosebank
249,3 Bed House in Heathfield,2149000, 2a elstree road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/heathfield/2a-elstree-road/T3374392,274,3, Heathfield
250,3 Bed Apartment in Rondebosch,2150000," e45 edingight, 8 queen road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/e45-edingight/8-queen-road/T3048649,99,3, Rondebosch
251,2 Bed Apartment in Newlands,2150000," 7 albion terrace, 7 albion spring close",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/newlands/7-albion-terrace/7-albion-spring-close/T3377401,75,2, Newlands
253,2.5 Bed Apartment in Kenilworth,2150000,"  dolphin place, 1 wetton rd",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/0-dolphin-place/1-wetton-rd/T3274244,143,2.5, Kenilworth
254,3 Bed House in Claremont,2175000, 8 hampstead road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/8-hampstead-road/T3482471,119,3, Claremont
255,2 Bed House in Plumstead,2195000, 17 honiton,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/17-honiton/T3460329,147,2, Plumstead
256,2 Bed Apartment in Rosebank,2195000," 9 riebeeck, 6 acton road rosebank cape town",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rosebank/9-riebeeck/6-acton-road-rosebank-cape-town/T3428595,82,2, Rosebank
257,3 Bed House in Southfield,2195000, 17 lourier street,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/southfield/17-lourier-street/T3395764,119,3, Southfield
258,1 Bed Apartment in Claremont Upper,2195000, 25 protea,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/25-protea/T3395701,68,1, Claremont Upper
259,2 Bed Apartment in Rondebosch,2195000," 208 rustenberg square, 17 main road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/208-rustenberg-square/17-main-road/T3325852,131,2, Rondebosch
260,2 Bed Apartment in Claremont Upper,2250000," g306 the quadrant, 25 wilderness",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/g306-the-quadrant/25-wilderness/T3474700,86,2, Claremont Upper
261,3 Bed House in Plumstead,2250000, 97 chudleigh road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/97-chudleigh-road/T3462180,119,3, Plumstead
262,3 Bed House in Kenilworth,2250000, 138 second avenue,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/138-second-avenue/T3460580,181,3, Kenilworth
264,2 Bed Apartment in Rondebosch,2250000," 45 devonshire hill, b603 devonshire hill street",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/45-devonshire-hill/b603-devonshire-hill-street/T3273310,77,2, Rondebosch
265,1 Bed Apartment in Claremont Upper,2250000, 25 protea  road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/25-protea-road/T2427969,70,1, Claremont Upper
266,2 Bed Apartment in Rondebosch,2250000, 13 grotto road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/13-grotto-road/T2919052,77,2, Rondebosch
267,2 Bed Apartment in Rosebank,2295000," ambleside, 27 guildford",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rosebank/ambleside/27-guildford/T3332393,71,2, Rosebank
269,3 Bed House in Thornton,2300000, 9 tecoma crescent,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/thornton/9-tecoma-crescent/T3455442,118,3, Thornton
270,3 Bed Apartment in Pinelands,2300000," 15 turnberry, 4 linnet way",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/15-turnberry/4-linnet-way/Z43632,149,3, Pinelands
271,2 Bed Apartment in Rondebosch,2300000," 602 rivers edge, 20 haldane",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/602-rivers-edge/20-haldane/T3402435,72,2, Rondebosch
272,2 Bed Apartment in Plumstead,2300000," 218 riverside retirement village, 23 alnwick road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/218-riverside-retirement-village/23-alnwick-road/T3378898,63,2, Plumstead
273,2 Bed Townhouse in Kenilworth,2325000," 23 the village, 34 bell road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/23-the-village/34-bell-road/T3204266,91,2, Kenilworth
274,2 Bed Apartment in Claremont,2350000," g202 the quadrant, 31 wilderness road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/g202-the-quadrant/31-wilderness-road/T2998320,86,2, Claremont
275,2 Bed Townhouse in Kenilworth,2390000, 144 second avenue,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/144-second-avenue/T3427253,88,2, Kenilworth
276,3 Bed Apartment in Kenilworth Upper,2395000," 3 haven, 2 mains",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/03-haven/2-mains/T3361324,106,3, Kenilworth Upper
278,3 Bed Apartment in Kenilworth Upper,2395000, 2 mains,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/2-mains/T3298848,106,3, Kenilworth Upper
279,2 Bed Apartment in Diep River,2400000," 505 fernbridge, 10 alnwick road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/diep-river/505-fernbridge/10-alnwick-road/T3229149,89,2, Diep River
280,4 Bed House in Kenwyn,2450000, 96 pinehurst,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/lansdowne/96-pinehurst/T3380648,620,4, Kenwyn
281,2 Bed Townhouse in Wynberg Upper,2460000, 7 silverlea village,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/7-silverlea-village/T3470710,54,2, Wynberg Upper
282,3 Bed House in Kirstenhof,2490000, 4 alfred street,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kirstenhof/4-alfred-street/T3418764,169,3, Kirstenhof
283,2 Bed Apartment in Kenilworth Upper,2490000," 302 the richmond, 302 15 cumnor avenue",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/302-the-richmond/302-15-cumnor-avenue/T2615301,60,2, Kenilworth Upper
284,3 Bed House in Wynberg Upper,2495000, 52 wellington road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/52-wellington-road/T3463026,116,3, Wynberg Upper
285,3 Bed House in Tokai,2495000, 3 balmoral close,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/tokai/3-balmoral-close/T3445626,128,3, Tokai
286,3 Bed House in Kirstenhof,2495000, 28 sea breeze road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kirstenhof/28-sea-breeze-road/T3434164,86,3, Kirstenhof
287,3 Bed House in Plumstead,2495000, 143 woodgate road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/143-woodgate-road/T3374214,122,3, Plumstead
288,3 Bed House in Plumstead,2495000, 29 milford,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/29-milford/T3352211,183,3, Plumstead
289,2 Bed Apartment in Newlands,2495000, 241 main,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/newlands/241-main/T3246319,103,2, Newlands
290,3 Bed House in Kirstenhof,2500000, 4 sea breeze road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kirstenhof/4-sea-breeze-road/T3477400,361,3, Kirstenhof
291,3 Bed House in Thornton,2500000, 2 tecoma crescent,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/thornton/2-tecoma-crescent/T3456493,107,3, Thornton
292,3 Bed House in Kirstenhof,2500000, 14 kirsten crescent,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kirstenhof/14-kirsten-crescent/T3439516,82,3, Kirstenhof
293,2 Bed House in Wynberg Upper,2500000, 13 lonsdale road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/13-lonsdale-road/T3125906,133,2, Wynberg Upper
294,2 Bed Apartment in Claremont Upper,2500000," a305 the quadrant, 25 wilderness avenue",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/a305-the-quadrant/25-wilderness-avenue/T3109672,86,2, Claremont Upper
295,2 Bed Apartment in Rondebosch,2500000, 10 devonshire hill road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/10-devonshire-hill-road/T3098177,83,2, Rondebosch
296,3 Bed Townhouse in Harfield Village,2550000," 2 hillmer oaks, 43 bell road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/harfield-village/2-hillmer-oaks/43-bell-road/T3473928,109,3, Harfield Village
297,3 Bed House in Tokai,2550000, 8 high trees,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/tokai/8-high-trees/T3441488,102,3, Tokai
298,3 Bed House in Kirstenhof,2550000, 66 waterford circle,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kirstenhof/66-waterford-circle/T3432779,94,3, Kirstenhof
299,3 Bed House in Plumstead,2595000, 16 lidford road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/16-lidford-road/T3478693,475,3, Plumstead
300,4 Bed House in Thornton,2595000, 55 rifle range road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/thornton/55-rifle-range-road/T3476812,694,4, Thornton
301,3 Bed Apartment in Claremont Upper,2595000," 34 herschel court, 20 cavendish street",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/34-herschel-court/20-cavendish-street/T3420749,99,3, Claremont Upper
302,3 Bed House in Claremont,2595000, 66 chichester rd,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/66-chichester-rd/T3408575,150,3, Claremont
303,3 Bed House in Plumstead,2595000, 144 stella road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/144-stella-road/T3372743,114,3, Plumstead
304,3 Bed House in Plumstead,2595000, 144 stella road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/144-stella-road/T3371676,114,3, Plumstead
305,3 Bed Apartment in Claremont Upper,2595000," the shelton, 2 carbrook avenue",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/the-shelton/2-carbrook-avenue/T3355998,112,3, Claremont Upper
306,3 Bed House in Wynberg Upper,2595000," 1 1, 5b sylvan road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/1-1/5b-sylvan-road/T3201298,269,3, Wynberg Upper
307,3 Bed House in Wynberg Upper,2650000, 8 fowes road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/8-fowes-road/Z43627,120,3, Wynberg Upper
309,3 Bed House in Diep River,2650000, 36 edgeware road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/diep-river/36-edgeware-road/T3420556,595,3, Diep River
310,3 Bed House in Plumstead,2650000, 83 tynemouth road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/83-tynemouth-road/T3404124,180,3, Plumstead
311,3 Bed House in Plumstead,2650000, 134 woodgate,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/134-woodgate/T3382400,146,3, Plumstead
312,3 Bed House in Lansdowne,2650000, 6 hanbury avenue,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/lansdowne/6-hanbury-avenue/T3298778,150,3, Lansdowne
313,3 Bed Townhouse in Wynberg Upper,2650000, 2 berwick mews,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/2-berwick-mews/T3132576,146,3, Wynberg Upper
314,5 Bed House in Rondebosch East,2675000, 17 sergeant street,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch-east/17-sergeant-street/T3348570,120,5, Rondebosch East
315,3 Bed House in Kenilworth,2675000, 3 jesmond road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/3-jesmond-road/T3336058,132,3, Kenilworth
316,2 Bed Duplex in Rondebosch,2695000," 1 duncton, 8 groenwald/ dulwich road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/1-duncton/8-groenwald-dulwich-road/Z43538,95,2, Rondebosch
317,2 Bed House in Bergvliet,2695000, 12d dreyersdal farm road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/bergvliet/12d-dreyersdal-farm-road/T3402495,90,2, Bergvliet
319,2 Bed Apartment in Plumstead,2695000,"  the citadel, 4 birmingham way",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/000-the-citadel/4-birmingham-way/T3242351,100,2, Plumstead
320,3 Bed Townhouse in Kenilworth,2720000, 109 first avenue,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/109-first-avenue/T3382260,137,3, Kenilworth
321,2 Bed House in Claremont,2750000, 23 chaucer road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/23-chaucer-road/T3393539,85,2, Claremont
322,2 Bed Apartment in Claremont Upper,2750000," 208 the beaumont, 12 brooke",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/208-the-beaumont/12-brooke/T3386144,91,2, Claremont Upper
323,3 Bed House in Rondebosch,2800000, 3 st. andrews road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/3-st-andrews-road/T3438565,314,3, Rondebosch
324,5 Bed House in Diep River,2800000, 6 avon road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/diep-river/6-avon-road/T3400437,230,5, Diep River
325,3 Bed House in Plumstead,2800000, 24 balmoral road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/24-balmoral-road/T3389351,509,3, Plumstead
326,4 Bed Apartment in Rondebosch,2800000," 201 friedheim, 10 highstead",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/201-friedheim/10-highstead/T2845212,120,4, Rondebosch
327,3 Bed House in Claremont,2850000, 17a franklin road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/17a-franklin-road/T3472819,120,3, Claremont
328,5 Bed House in Crawford,2850000, 151 haywood  road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/crawford/151-haywood-road/T3468521,300,5, Crawford
329,2 Bed House in Kenilworth,2850000, 32 bell road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/32-bell-road/T3444158,135,2, Kenilworth
330,2 Bed Apartment in Claremont Upper,2850000," 3 piccadilly court, 3 hugon",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/3-piccadilly-court/3-hugon/T3419808,115,2, Claremont Upper
331,3 Bed House in Thornton,2850000, 7 safari road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/thornton/7-safari-road/T3414136,880,3, Thornton
333,4 Bed House in Plumstead,2850000, 49 rotherfield,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/49-rotherfield/T3401389,142,4, Plumstead
334,3 Bed House in Pinelands,2850000, 36 duiker close,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/36-duiker-close/T3316088,113,3, Pinelands
335,3 Bed House in Diep River,2850000, 6 yellow wood crescent,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/diep-river/6-yellow-wood-crescent/T3311106,180,3, Diep River
336,2 Bed House in Rondebosch,2890000," 7 duncton, 8 groeneveld road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/7-duncton/8-groeneveld-road/T3269991,100,2, Rondebosch
337,2 Bed Apartment in Claremont Upper,2895000, d130 the claremont,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/d130-the-claremont/T3463489,81,2, Claremont Upper
339,5 Bed House in Plumstead,2895000, 98 melville road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/98-melville-road/T3072248,330,5, Plumstead
340,2 Bed Apartment in Newlands,2900000, 235 main road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/newlands/235-main-road/T3379548,103,2, Newlands
341,3 Bed Apartment in Rondebosch,2900000, 9 philips,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/9-philips/T3367159,151,3, Rondebosch
342,3 Bed Flat in Rondebosch,2900000," 33 rhodes manor, 9 chester road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/33-rhodes-manor/9-chester-road/T3366317,151,3, Rondebosch
343,1 Bed Apartment in Kenilworth Upper,2900000, 73 main road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/73-main-road/T3028703,84,1, Kenilworth Upper
344,3 Bed House in Rosebank,2950000, 3a meadow road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rosebank/3a-meadow-road/T3406411,89,3, Rosebank
347,2 Bed Apartment in Newlands,2990000," 2 monterey place, 135 campground road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/newlands/2-monterey-place/135-campground-road/T2962971,98,2, Newlands
348,4 Bed House in Mowbray,2995000, 19 hornsey road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/mowbray/19-hornsey-road/T3482906,518,4, Mowbray
349,3 Bed House in Mowbray,2995000, 5 montreal avenue,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/mowbray/5-montreal-avenue/Z43674,125,3, Mowbray
350,4 Bed House in Plumstead,2995000, 122 milford,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/122-milford/T3438284,496,4, Plumstead
351,2 Bed Townhouse in Claremont Upper,2995000," 2 bishopslea, 2 memel road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/02-bishopslea/2-memel-road/T3435949,155,2, Claremont Upper
353,3 Bed House in Claremont,2995000, 27 selous road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/27-selous-road/T3364773,150,3, Claremont
355,3 Bed Apartment in Wynberg Upper,2995000, 15 aliwal road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/15-aliwal-road/T2893775,144,3, Wynberg Upper
356,3 Bed Townhouse in Newlands,2999995," 9 tamarisk, 24 draper street",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/newlands/9-tamarisk/24-draper-street/T3142118,144,3, Newlands
357,5 Bed House in Mowbray,3000000, 10 raapenberg rd,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/mowbray/10-raapenberg-rd/T3478405,348,5, Mowbray
358,1 Bed Apartment in Thornton,659000," a2 first on forest, firstonforest forest drive ext",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/thornton/a2-first-on-forest/firstonforest-forest-drive-ext/T3357952,42,1, Thornton
359,2 Bed Apartment in Thornton,849000," 2 poplar place, 1 poplar",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/thornton/2-poplar-place/1-poplar/T3334493,90,2, Thornton
360,2 Bed Flat in Pinelands,950000," 124 anfield village, 1 forest drive service road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/124-anfield-village/1-forest-drive-service-road/T3336097,56,2, Pinelands
361,2 Bed Flat in Southfield,1100000," 3 tyray courst, 7 mynderd street",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/southfield/3-tyray-courst/7-mynderd-street/Z42713,84,2, Southfield
362,2 Bed House in Thornton,1350000," 14 thornton place, 11 manatoka road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/thornton/14-thornton-place/11-manatoka-road/T3267521,78,2, Thornton
363,2 Bed Duplex in Heathfield,1395000, 5 hawthorne,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/heathfield/5-hawthorne/T3456886,91,2, Heathfield
364,1 Bed Apartment in Pinelands,1395000," a210 pinelands grove, 15 sunrise circle",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/a210-pinelands-grove/15-sunrise-circle/T3294613,47,1, Pinelands
365,2 Bed Townhouse in Rondebosch East,1435000, 65 lawson road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch-east/65-lawson-road/T3476504,400,2, Rondebosch East
366,1 Bed Apartment in Rosebank,1500000," 22 rosehope, 1 hope",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rosebank/22-rosehope/1-hope/T3341683,61,1, Rosebank
367,2 Bed Apartment in Kenilworth,1545000," 1 limnos court, 1 95 rosmead avenue",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/1-limnos-court/1-95-rosmead-avenue/T3374382,71,2, Kenilworth
368,2 Bed Apartment in Tokai,1580000," 24 burgundy, 5 main road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/tokai/24-burgundy/5-main-road/T3383135,757,2, Tokai
369,2 Bed Apartment in Harfield Village,1595000," 2 corfu, 66 third avenue",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/harfield-village/2-corfu/66-third-avenue/T3272403,76,2, Harfield Village
370,2 Bed Apartment in Kenilworth,1800000, 81 kenilworth road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/81-kenilworth-road/T3423047,69,2, Kenilworth
371,2 Bed Apartment in Kenilworth Upper,1800000," 7 shady pine, 295 main",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/7-shady-pine/295-main/T3392564,82,2, Kenilworth Upper
372,1 Bed Penthouse in Wynberg Upper,1890000," 8 oude alphen, 9 lindley road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/8-oude-alphen/9-lindley-road/T3222179,87,1, Wynberg Upper
373,2 Bed Apartment in Claremont,1920000," 4 belvedere court, 39 belvedere road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/4-belvedere-court/39-belvedere-road/T3447259,71,2, Claremont
374,2 Bed Apartment in Rondebosch,2000000," 1 whitehall court, 143 main road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/1-whitehall-court/143-main-road/Z42857,7642,2, Rondebosch
375,3 Bed House in Plumstead,2099000, 8 stirling,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/8-stirling/T3162760,120,3, Plumstead
376,2 Bed House in Plumstead,2195000, 41 coronation,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/41-coronation/T3386544,84,2, Plumstead
377,2 Bed House in Pinelands,2195000, 52 steenbok close,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/52-steenbok-close/T3300907,263,2, Pinelands
378,2 Bed Apartment in Pinelands,2195000," e208 pinelands grove, sunrise 17",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/e208-pinelands-grove/sunrise-17/T3223695,63,2, Pinelands
379,2 Bed House in Wynberg Upper,2200000, 5b sylvan road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/5b-sylvan-road/T3367941,170,2, Wynberg Upper
380,3 Bed House in Plumstead,2295000, 17 waterbury,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/17-waterbury/T3479267,209,3, Plumstead
381,3 Bed House in Heathfield,2395000, 11 elstree rd,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/heathfield/11-elstree-rd/T3416341,129,3, Heathfield
382,2 Bed House in Harfield Village,2400000, 5 oxford street,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/harfield-village/5-oxford-street/T3435022,69,2, Harfield Village
383,3 Bed House in Wynberg Upper,2425000, 5 fleming,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/5-fleming/T3288650,128,3, Wynberg Upper
384,2 Bed House in Harfield Village,2470000, 47 bell road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/harfield-village/47-bell-road/T3434586,90,2, Harfield Village
385,3 Bed House in Kirstenhof,2490000, 4 alfred street,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kirstenhof/4-alfred-street/T3417409,358,3, Kirstenhof
386,5 Bed House in Mowbray,2495000, 44 strubens road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/mowbray/44-strubens-road/T2906770,320,5, Mowbray
387,4 Bed House in Kenilworth,2499000, 12 connaught road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/12-connaught-road/T3424900,149,4, Kenilworth
388,3 Bed House in Mowbray,2550000, 42 strubens road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/mowbray/42-strubens-road/T3426183,569,3, Mowbray
389,3 Bed House in Plumstead,2595000, 151 woodgate,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/151-woodgate/T3455392,490,3, Plumstead
390,3 Bed House in Harfield Village,2695000, 22 durham,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/harfield-village/22-durham/T3450206,242,3, Harfield Village
391,4 Bed House in Plumstead,2795000, 23 5th avenue,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/23-5th-avenue/T3223516,496,4, Plumstead
392,4 Bed House in Crawford,2890000, 46 taronga road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/crawford/46-taronga-road/T3429857,495,4, Crawford
393,3 Bed House in Mowbray,2895000, 2 albert,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/mowbray/2-albert/T3433257,259,3, Mowbray
394,8 Bed House in Plumstead,2950000, 1 athlone road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/1-athlone-road/T3385407,457,8, Plumstead
395,2 Bed Apartment in Claremont Upper,2995000," 4 valdora house, 31 grove avenue",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/4-valdora-house/31-grove-avenue/T3136876,121,2, Claremont Upper
396,2 Bed Apartment in Claremont Upper,2995000," 202 one on scott, 1 scott road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/202-one-on-scott/1-scott-road/T2956971,84,2, Claremont Upper
